id,gender,masterCategory,subCategory,baseColour,season,year,usage,filename
303,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/303_2.jpg
303,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/303_3.jpg
304,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/304_1.jpg
305,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/305_1.jpg
305,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/305_2.jpg
306,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/306_1.jpg
306,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/306_2.jpg
307,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/307_1.jpg
307,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/307_2.jpg
307,women,bags,bags,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/bag/307_3.jpg
308,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/308_1.jpg
309,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/309_1.jpg
309,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/309_2.jpg
309,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/309_3.jpg
310,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/310_1.jpg
310,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/310_2.jpg
311,women,shirts,shirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shirt/311_1.jpg
311,women,bags,bags,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/bag/311_2.jpg
311,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/311_3.jpg
311,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/311_4.jpg
311,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/311_5.jpg
312,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/312_1.jpg
312,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/312_2.jpg
312,women,bags,bags,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/bag/312_3.jpg
313,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/313_1.jpg
313,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/313_2.jpg
313,women,bags,bags,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/bag/313_3.jpg
314,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/314_1.jpg
314,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/314_2.jpg
315,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/315_1.jpg
315,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/315_2.jpg
315,women,bags,bags,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/bag/315_3.jpg
316,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/316_1.jpg
316,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/316_2.jpg
316,women,bags,bags,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/bag/316_3.jpg
317,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/317_1.jpg
317,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/317_2.jpg
317,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/317_3.jpg
317,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/317_4.jpg
318,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/318_1.jpg
318,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/318_2.jpg
319,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/319_1.jpg
321,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/321_1.jpg
321,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/321_2.jpg
321,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/321_3.jpg
322,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/322_1.jpg
322,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/322_2.jpg
323,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/323_1.jpg
323,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/323_2.jpg
324,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/324_1.jpg
324,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/324_2.jpg
325,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/325_1.jpg
325,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/325_2.jpg
326,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/326_1.jpg
326,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/326_2.jpg
326,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/326_3.jpg
327,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/327_1.jpg
327,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/327_2.jpg
328,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/328_1.jpg
328,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/328_2.jpg
328,women,bags,bags,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/bag/328_3.jpg
329,women,bags,bags,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/bag/329_1.jpg
329,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/329_2.jpg
329,women,shirts,shirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shirt/329_3.jpg
330,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/330_1.jpg
330,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/330_2.jpg
331,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/331_1.jpg
331,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/331_2.jpg
332,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/332_1.jpg
332,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/332_2.jpg
333,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/333_1.jpg
333,women,bags,bags,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/bag/333_2.jpg
333,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/333_3.jpg
334,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/334_1.jpg
334,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/334_2.jpg
335,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/335_1.jpg
335,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/335_2.jpg
336,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/336_1.jpg
336,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/336_2.jpg
336,women,bags,bags,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/bag/336_3.jpg
337,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/337_1.jpg
337,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/337_2.jpg
337,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/337_3.jpg
338,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/338_1.jpg
338,women,bags,bags,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/bag/338_2.jpg
338,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/338_3.jpg
339,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/339_1.jpg
339,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/339_2.jpg
339,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/339_3.jpg
340,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/340_1.jpg
340,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/340_2.jpg
341,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/341_1.jpg
341,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/341_2.jpg
342,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/342_1.jpg
342,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/342_2.jpg
342,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/342_3.jpg
343,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/343_1.jpg
343,women,bags,bags,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/bag/343_2.jpg
344,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/344_1.jpg
344,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/344_2.jpg
344,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/344_3.jpg
344,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/344_4.jpg
345,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/345_1.jpg
345,women,bags,bags,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/bag/345_2.jpg
345,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/345_3.jpg
346,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/346_1.jpg
346,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/346_2.jpg
346,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/346_3.jpg
346,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/346_4.jpg
347,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/347_1.jpg
348,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/348_1.jpg
348,women,bags,bags,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/bag/348_2.jpg
348,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/348_3.jpg
348,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/348_4.jpg
348,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/348_5.jpg
349,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/349_1.jpg
349,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/349_2.jpg
349,women,bags,bags,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/bag/349_3.jpg
350,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/350_1.jpg
350,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/350_2.jpg
351,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/351_1.jpg
351,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/351_2.jpg
352,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/352_1.jpg
352,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/352_2.jpg
352,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/352_3.jpg
353,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/353_1.jpg
353,women,shirts,shirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shirt/353_2.jpg
353,women,jackets,jackets,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/jacket/353_3.jpg
354,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/354_1.jpg
354,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/354_2.jpg
354,women,jackets,jackets,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/jacket/354_3.jpg
355,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/355_1.jpg
355,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/355_2.jpg
355,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/355_3.jpg
355,women,shirts,shirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shirt/355_4.jpg
356,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/356_1.jpg
356,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/356_2.jpg
357,women,bags,bags,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/bag/357_1.jpg
357,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/357_2.jpg
357,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/357_3.jpg
358,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/358_1.jpg
359,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/359_1.jpg
359,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/359_2.jpg
359,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/359_3.jpg
360,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/360_1.jpg
360,women,bags,bags,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/bag/360_2.jpg
360,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/360_3.jpg
361,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/361_1.jpg
361,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/361_2.jpg
362,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/362_1.jpg
362,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/362_2.jpg
362,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/362_3.jpg
363,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/363_1.jpg
363,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/363_2.jpg
363,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/363_3.jpg
364,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/364_1.jpg
364,women,jackets,jackets,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/jacket/364_2.jpg
364,women,shirts,shirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shirt/364_3.jpg
364,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/364_4.jpg
365,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/365_1.jpg
365,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/365_2.jpg
366,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/366_1.jpg
366,women,shirts,shirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shirt/366_2.jpg
366,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/366_3.jpg
367,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/367_1.jpg
367,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/367_2.jpg
367,women,shirts,shirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shirt/367_3.jpg
367,women,jackets,jackets,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/jacket/367_4.jpg
368,women,jackets,jackets,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/jacket/368_1.jpg
368,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/368_2.jpg
368,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/368_3.jpg
368,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/368_4.jpg
368,women,bags,bags,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/bag/368_5.jpg
368,women,shirts,shirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shirt/368_6.jpg
368,women,jackets,jackets,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/jacket/368_7.jpg
368,women,sunglasss,sunglasss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/sunglass/368_8.jpg
369,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/369_1.jpg
369,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/369_2.jpg
370,women,shirts,shirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shirt/370_1.jpg
370,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/370_2.jpg
371,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/371_1.jpg
371,women,shirts,shirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shirt/371_2.jpg
371,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/371_3.jpg
372,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/372_1.jpg
372,women,shirts,shirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shirt/372_2.jpg
372,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/372_3.jpg
372,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/372_4.jpg
373,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/373_1.jpg
373,women,shirts,shirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shirt/373_2.jpg
373,women,bags,bags,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/bag/373_3.jpg
373,women,pantss,pantss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/pants/373_4.jpg
374,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/374_1.jpg
374,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/374_2.jpg
375,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/375_1.jpg
375,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/375_2.jpg
375,women,bags,bags,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/bag/375_3.jpg
376,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/376_1.jpg
376,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/376_2.jpg
376,women,shirts,shirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shirt/376_3.jpg
377,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/377_1.jpg
377,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/377_2.jpg
377,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/377_3.jpg
378,women,skirts,skirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/skirt/378_1.jpg
378,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/378_2.jpg
378,women,shirts,shirts,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shirt/378_3.jpg
379,women,bags,bags,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/bag/379_1.jpg
379,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/379_2.jpg
379,women,shoes,shoes,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/shoe/379_3.jpg
380,women,jackets,jackets,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/jacket/380_1.jpg
381,women,dresss,dresss,,summer,2024,Casual,F:/python_project/detect_clothing/yolo_by_kaggle/cropped_images2/dress/381_1.jpg
